provider_name,amount
1 A.I.C GITHUMU MISSION HOSPITAL,43680.0
2 AAR HOSPITAL LIMITED MUTHAIGA,466480.0
3 ABRAAR HOSPITAL LIMITED,11200.0
4 ABUBAKAR SIDIQ NURSING HOME,44800.0
5 ACELA MEDICAL CENTRE LIMITED,225120.0
6 ACK DR. PIKE ROPER MEDICAL CENTRE,16720.0
7 ADADI DISPENSARY,20000.0
8 AFRICA INUKA HOSPITAL LTD-KISUMU,51520.0
9 AFYA NURSING HOME MOYALE,10080.0
10 AFYALINE SALGAA MEDICAL CENTRE,13440.0
11 AFYATELE CENTRE,6720.0
12 AGISO HEALTHCARE,6720.0
13 AHERO MEDICAL CENTRE,14480.0
14 AHLI HOSPITAL LIMITED,83760.0
15 AIC KIJABE HOSPITAL,155690.0
16 AIC LITEIN HOSPITAL,117600.0
17 AIMA HOSPITAL LIMITED,4480.0
18 AKEDEJOE FAMILY THERAPY AND COTTAGE HOSPITAL LIMITED,11200.0
19 AL-BASRAH HOSPITAL LTD,53760.0
20 ALLUC MEDICAL CENTRE,73920.0
21 ALPHA HILL MEDICAL CENTER LIMITED,63440.0
22 AMBIRA SUB-COUNTY HOSPITAL,60480.0
23 AMOYO HEALTHCARE MEDICAL CLINIC,613760.0
24 AN NAJAH MEDICAL CARE LIMITED,4480.0
25 ANKA HOSPITAL - ISIOLO,10080.0
26 ANKA HOSPITAL LIMITED,3360.0
27 APIDA MEDICAL CENTRE,1597120.0
28 ARBAJAHAN HEALTH CENTRE,11200.0
29 ARISE HOSPITAL,20160.0
30 ASAD MEDICAL CENTRE,137760.0
31 ASHBURN COMMUNITY NURSING HOME,2659920.0
32 ASSISI NURSING HOME,164560.0
33 ASTER HEALTHCARE LIMITED,26880.0
34 AVENUE HOSPITAL,1570780.0
35 AVENUE HOSPITAL THIKA,910560.0
36 AVENUE HOSPITAL- KISUMU,1925280.0
37 AWALOW NURSING HOME LIMITED,26880.0
38 BAHATI HOSPITAL JOSKA BRANCH,2240.0
39 BAYLEAF HEALTH CENTRE,143520.0
40 BEACON OF HOPE CLINIC,6720.0
41 BEEHIVE MEDICAL SERVICES,4480.0
42 BEGGS NURSING HOME LIMITED-MATUNDA,801920.0
43 BENMAC HEALTH CLINIC,174720.0
44 BERIL'S GWP MEDICAL CENTER,161280.0
45 BETH MEDICAL SERVICES,78400.0
46 BETHANY HILLCREST HOSPITAL LTD - KIAMUNYI,103040.0
47 BETHESDA HEALTH CARE SERVICES COMPANY LIMITED,423360.0
48 BETHESDA NURSING HOME KARAGITA,49280.0
49 BILABIL MEDICAL CLINIC,306880.0
50 BISHOP U. J. KIOKO CATHOLIC HOSPITAL,94080.0
51 BLESSED TO BLESS HEALTHCARE LIMITED,620480.0
52 BODAKI MEDICARE LIMITED,6720.0
53 BOMBOLULU DIAGNOSTIC MEDICAL CENTRE,504000.0
54 BONDO MEDICAL CENTRE,701120.0
55 BONDO SUB-COUNTY REFERRAL HOSPITAL,312480.0
56 BOSONGO MEDICAL CENTRE,2265760.0
57 BRAWN'S CURATIVE CENTRE,98560.0
58 BREETONS MEDICAL CENTRE LIMITED,127680.0
59 BROADWAY HOSPITAL LIMITED,73920.0
60 BROWNS MEMORIAL MEDICAL CENTRE,452480.0
61 BUGUMBE HEALTH CENTRE,25680.0
62 BUKAAN DEEQ NURSING HOME LIMITED,168000.0
63 BUKAYA MEDICAL CENTRE,21200.0
64 BUKUMBURI MEDICAL CLINIC,302400.0
65 BUNGOMA CHILDREN'S CLINIC LIMITED,362880.0
66 BUNYORE MEDICAL CENTRE LIMITED,1028160.0
67 BURA SPRINGS FAMILY MEDICAL CENTRE LIMITED,31360.0
68 BURA TANA NURSING HOME ANNEX,799680.0
69 BURA TANA NURSING HOME LIMITED,13440.0
70 BURUJ MEDICAL CLINIC LIMITED,309120.0
71 BUTE NURSING HOME,262080.0
72 BUTINGO DISPENSARY,20000.0
73 BWANA NI MWEMA MEDICAL CENTRE,1036720.0
74 BWARE COMPLEX HEALTHCARE LIMITED,452480.0
75 CAAWIYE NURSING HOME LIMITED,6720.0
76 CANNAN HOSPITAL & WELLNESS CENTRE LIMITED,208320.0
77 CAPITAL MEMORIAL NURSING HOME,8960.0
78 CARDINAL NURSING HOME LIMITED,689920.0
79 CARE AND CURE HOSPITAL LTD,144480.0
80 CARE HOSPITAL LTD,278320.0
81 CEDAR HOSPITAL,208320.0
82 CENTRAL MEMORIAL HOSPITAL LTD,60480.0
83 CHARITY MEDICAL HOSPITAL,278880.0
84 CHELYMO MEDICAL CENTRE,100800.0
85 CHEMASE MEDICAL CENTRE,69440.0
86 CHEPTUR HEALTH SERVICES,11200.0
87 CHIROMO LANE MEDICAL CENTRE ANNEX,87360.0
88 CHIROMO MENTAL HEALTH HOSPITAL -NAIROBI LIMITED,86240.0
89 CHIRON MEDICAL DIAGNOSTICS AND IMAGING HOSPITAL LIMITED,231280.0
90 CHOMBA GITAU NEEMA MEDICAL CENTRE,20160.0
91 CHUKA NURSING HOME,17920.0
92 CIALA HOSPITAL KISUMU LIMITED,1039360.0
93 CITY GATE DOCTORS PLAZA LTD,3360.0
94 CITYMED COTTAGE HOSPITAL NYANDARUA,17920.0
95 CLEVERHEAL COTTAGE HOSPITAL,24640.0
96 COMFY HEALTHCARE LIMITED,611520.0
97 COMMUNAL ORIENTED SERVICES,999040.0
98 CONNECTION HEALTH SERVICES LIMITED,16800.0
99 CONNECTION HEALTH SERVICES LIMITED - MALABA TOWN,20160.0
100 CONSOLATA HOSPITAL KYENI,313600.0
101 CONSOLATA HOSPITAL MATHARI,125440.0
102 CONSOLATA HOSPITAL NKUBU,411600.0
103 COUNTY MEDICAL CENTRE EMBU LTD,110880.0
104 CRESCENT COMMUNITY HOSPITAL LIMITED,10080.0
105 CROWN SPECIALIST CENTRE,218400.0
106 DADAAB MEDICAL CENTRE LIMITED,47040.0
107 DEANESH HOSPITAL LTD,116480.0
108 DIANI BEACH HOSPITAL,29660.0
109 DIANI BEACH HOSPITAL LIMITED-SHIKA ADABU,104160.0
110 DILMANYALEY HEALTH CENTRE,10000.0
111 DIVINE MERCY ALUOR HEALTH CENTRE,14480.0
112 DOPHIL NURSING & MATERNITY HOME NOMIYA FAITH BASED,544320.0
113 DORAN LIFE CARE CENTRE,127680.0
114 DURO MODERN HOSPITAL LIMITED,1108800.0
115 DWELE HEALTH CENTRE,56000.0
116 DZITSONI MEDICAL CLINIC,38080.0
117 EAGLE HEALTH AND CLINIC SERVICES,708960.0
118 EAGLE HEALTH AND CLINIC SERVICES RIRUTA BRANCH,1104320.0
119 EASTGATE MEDICAL CENTRE,6720.0
120 EASTVALLEY NURSING HOME,12240.0
121 EKALAKALA HEALTH CENTRE,13440.0
122 EKALAKALA NURSING HOME LIMITED,277760.0
123 EKAMBULI HEALTH CENTRE,47040.0
124 EL-MAKKAH COMPREHENSIVE CARE,4480.0
125 ELBI HEALTHCARE LIMITED,40320.0
126 ELDORET HOSPITAL,89600.0
127 ELGON VIEW HOSPITAL LIMITED,10080.0
128 ELIMAT GROUP NURSING HOME(BUKHAKUNGA) LIMITED,611520.0
129 ELSHAREEFA NURSING HOME,33600.0
130 EMBU CHILDREN HOSPITAL,889840.0
131 EMBU CHILDREN\'S CLINIC,26880.0
132 EMBU COUNTY REFERRAL HOSPITAL,2504880.0
133 EMMANUEL COMMUNITY HOSPITAL LIMITED,297200.0
134 ENOCKHAN HOSPITAL LTD,168000.0
135 ESERIAN FAMILY HOSPITAL,20160.0
136 ESHIBINGA HEALTH CENTRE,67200.0
137 ESTEEMED KUTUS MODERN HOSPITAL,127680.0
138 EURAKA MEDICAL CENTRE,6720.0
139 EUROCITY MEDICAL CENTRE,238400.0
140 EVANS SUNRISE MEDICAL CENTRE,26880.0
141 FAIRVIEW MEDICAL CENTRE,13440.0
142 FAIRVIEW NURSING HOME,6720.0
143 FAMILIA BORA MEDICAL CENTRE,73920.0
144 FINE-HEALTH MEDICAL CENTRE AND MATERNITY,31360.0
145 FIRST CHOICE HOSPITAL LTD,2602200.0
146 FIRST COMMUNITY HOSPITAL MLOLONGO,26880.0
147 FLAMINGO MEDICAL CENTRE,638400.0
148 FOUNTAIN HEALTHCARE LIMITED,3920.0
149 FOUNTAIN HEALTHCARE LTD BUNGOMA,151200.0
150 FREVANE HOSPITAL,120960.0
151 FRIENDS LUGULU HOSPITAL,241360.0
