provider_name,amount
1 A.I.C GITHUMU MISSION HOSPITAL,537000.0
2 A.I.C KAPSOWAR MISSION HOSPITAL,145600.0
3 AAR HOSPITAL LIMITED MUTHAIGA,212800.0
4 AFRICA INUKA HOSPITAL LTD- MILIMANI,1051119.0
5 AFRICA INUKA HOSPITAL LTD-MADEYA,234800.0
6 AFRICA MUSLIM AGENCY HEALTH CENTRE,103600.0
7 AFYA INTERNATIONAL HOSPITAL,112000.0
8 AFYAPOINT MEDICARE LIMITED -ANNEX,302400.0
9 AIC CURE INTERNATIONAL HOSPITAL,3371200.0
10 AIC KIJABE HOSPITAL,22065080.0
11 AIC LITEIN HOSPITAL,6919638.0
12 AL-AMANNAH HOSPITAL,768880.0
13 AL-BASRAH HOSPITAL LTD,33600.0
14 AL-FOWZ NURSING HOME,44800.0
15 AL-MAQDIS MEDICAL CENTRE,72240.0
16 AL-SIHA NURSING HOME,134400.0
17 ALFAROOQ HOSPITAL LTD,950840.0
18 ALPHA HILL MEDICAL CENTER LIMITED,2406320.0
19 ANKA HOSPITAL LIMITED,145600.0
20 ANTALIYA HOSPITAL LIMITED,470100.0
21 APEX HEAL EYE CENTRE LIMITED,100800.0
22 ASSUMPTION OF MARY ITHANGA CATHOLIC HOSPITAL,828800.0
23 ASTER HEALTHCARE LIMITED,2060800.0
24 AVENUE HOSPITAL,2124200.0
25 AVENUE HOSPITAL THIKA,956480.0
26 AVENUE HOSPITAL- KISUMU,2504280.0
27 BAMA HOSPITAL LLP,361780.0
28 BAYLEAF HEALTH CENTRE,2212000.0
29 BELARISU MEDICAL CENTRE,660800.0
30 BESTCARE HOSPITAL LIMITED,235200.0
31 BETHESDA HEALTH CARE SERVICES COMPANY LIMITED,5252800.0
32 BEYOND SCOPE HOSPITAL,56000.0
33 BIBLE FAITH CHURCH MEDICAL SERVICES,1295280.0
34 BISHOP U. J. KIOKO CATHOLIC HOSPITAL,313600.0
35 BLOOM HOSPITAL NAKURU LIMITED,67200.0
36 BLOOM SURGICAL CENTRE LIMITED - KISUMU,313040.0
37 BOSONGO MEDICAL CENTRE,33593280.0
38 BRISTOL PARK HOSPITAL MACHAKOS,268240.0
39 BRISTOL PARK HOSPITAL-KITENGELA,201600.0
40 BULLA MPYA NURSING HOME,133840.0
41 BUNGOMA COUNTY REFERRAL HOSPITAL,145600.0
42 BUNGOMA WEST HOSPITAL,778400.0
43 BUSHRAA MEDICAL CENTRE,403200.0
44 CANA HOSPITAL,156800.0
45 CARMEL HOSPITAL,112000.0
46 CEDAR HOSPITAL,392000.0
47 CENTRAL MEMORIAL HOSPITAL LTD,403200.0
48 CHEBIEMIT SUB COUNTY HOSPITAL,168000.0
49 CHELYMO MEDICAL CENTRE,6738800.0
